0	118	75
3	123	83
6	122	79
9	125	86
12	125	79
15	127	84
18	127	85
21	129	76
24	131	73
27	135	93
30	137	85
33	138	86
36	142	91
39	126	86
42	126	86
45	125	84
48	126	78
51	128	90
54	130	94
57	130	91
60	132	100
63	128	82
66	127	93
69	126	88
72	128	92
75	130	81
78	130	84
81	128	87
84	129	84
87	133	81
90	135	96
93	135	85
96	133	91
99	125	82
102	124	94
105	125	84
108	125	80
111	125	76
114	125	82
117	125	88
120	126	77
123	126	80
126	126	87
129	121	74
132	122	81
135	122	83
138	122	83
141	123	87
144	123	89
147	123	92
150	123	84
153	123	89
156	123	72
159	123	79
162	123	88
165	123	78
168	123	76
171	123	83
174	124	88
177	124	84
180	123	80
183	125	87
186	125	90
189	122	85
192	122	91
195	122	84
198	122	77
201	122	83
204	123	89
207	123	72
210	126	86
213	126	93
216	126	89
219	121	80
222	121	86
225	121	86
228	121	90
231	122	82
234	122	82
237	122	85
240	122	79
243	124	86
246	126	85
249	120	73
252	120	77
255	121	78
258	122	84
261	123	82
264	122	72
267	123	90
270	123	84
273	123	79
276	123	82
279	119	78
282	119	73
285	120	76
288	120	87
291	120	90
294	120	77
297	121	85
300	121	87
303	121	79
306	120	87
309	119	72
312	119	82
315	118	81
318	118	76
321	118	83
324	118	81
327	118	70
330	118	83
333	118	81
336	118	74
339	118	86
342	118	75
345	119	79
348	120	95
351	122	79
354	121	79
357	123	79
360	124	87
363	124	89
366	123	82
369	119	79
372	120	88
375	121	80
378	121	86
381	121	80
384	121	83
387	120	76
390	120	80
393	119	73
396	119	76
399	116	88
402	117	77
405	118	81
408	119	71
411	120	73
414	122	80
417	124	81
420	125	82
423	122	78
426	122	84
429	121	78
432	122	79
435	122	90
438	124	86
441	123	89
444	122	84
447	123	77
450	122	83
453	124	92
456	127	89
459	127	84
462	125	82
465	123	77
468	123	89
471	121	73
474	121	85
477	121	84
480	121	86
483	121	82
486	121	79
489	118	87
492	118	84
495	117	75
498	116	81
501	116	80
504	116	77
507	116	85
510	116	85
513	116	79
516	116	79
519	115	74
522	115	83
525	115	74
528	115	76
531	116	79
534	116	81
537	116	79
540	116	82
543	116	77
546	116	82
549	115	82
552	115	81
555	115	80
558	115	90
561	115	82
564	115	82
567	115	71
570	115	82
573	116	81
576	117	72
579	116	74
582	116	83
585	116	74
588	116	72
591	116	89
594	116	71
597	116	85
600	116	83
603	116	73
606	116	79
609	117	72
612	117	78
615	117	75
618	118	84
621	118	82
624	118	73
627	118	75
630	118	73
633	118	82
636	118	79
639	116	74
642	115	80
645	115	83
648	115	75
651	115	80
654	115	89
657	115	79
660	115	78
663	115	85
666	115	76
669	115	80
672	115	81
675	115	79
678	116	79
681	117	88
684	117	89
687	117	83
690	117	74
693	116	83
696	117	83
699	115	87
702	115	77
705	115	84
708	115	76
711	115	77
714	115	82
717	115	75
720	115	75
723	115	78
726	115	80
729	114	85
732	114	75
735	113	83
738	112	75
741	113	81
744	113	82
747	112	86
750	113	76
753	113	84
756	112	69
759	113	77
762	113	75
765	113	83
768	113	76
771	113	89
774	113	85
777	113	71
780	113	79
783	113	84
786	113	80
789	114	79
792	114	80
795	114	83
798	114	79
801	114	72
804	114	73
807	114	78
810	113	81
813	113	76
816	113	79
819	114	75
822	114	77
825	114	79
828	113	83
831	113	84
834	113	78
837	113	73
840	113	77
843	113	73
846	113	78
849	112	81
852	112	77
855	112	75
858	112	81
861	112	77
864	112	79
867	112	76
870	112	80
873	112	73
876	112	68
879	113	82
882	113	74
885	113	75
888	113	77
891	112	76
894	113	80
897	113	73
