0	118	59
3	122	59
6	122	54
9	122	73
12	123	62
15	125	52
18	126	66
21	129	73
24	131	60
27	129	51
30	130	70
33	129	67
36	131	59
39	130	75
42	132	62
45	133	67
48	133	66
51	135	72
54	135	79
57	137	59
60	139	72
63	139	71
66	125	51
69	125	52
72	125	57
75	125	58
78	125	62
81	125	65
84	125	67
87	125	73
90	125	63
93	125	65
96	125	65
99	125	48
102	125	60
105	125	65
108	125	71
111	125	56
114	125	55
117	125	64
120	125	67
123	124	52
126	123	65
129	124	65
132	124	62
135	125	64
138	125	64
141	125	61
144	125	58
147	124	63
150	124	68
153	123	60
156	123	51
159	122	59
162	124	54
165	124	71
168	125	62
171	125	67
174	125	66
177	125	63
180	126	63
183	125	62
186	121	49
189	121	51
192	120	61
195	121	53
198	122	54
201	122	59
204	123	61
207	123	62
210	123	63
213	123	62
216	123	62
219	123	63
222	124	64
225	124	55
228	124	58
231	124	58
234	124	51
237	124	70
240	125	53
243	125	59
246	123	51
249	123	58
252	122	56
255	122	58
258	123	67
261	123	65
264	124	70
267	124	66
270	124	53
273	124	69
276	124	62
279	124	55
282	126	74
285	126	65
288	125	60
291	125	66
294	125	61
297	125	65
300	125	65
303	125	59
306	123	54
309	123	67
312	123	63
315	123	49
318	123	61
321	123	53
324	123	66
327	123	59
330	123	62
333	124	56
336	124	72
339	124	58
342	123	63
345	123	76
348	123	72
351	123	57
354	123	64
357	123	68
360	123	57
363	124	63
366	122	64
369	122	58
372	122	57
375	122	63
378	122	69
381	122	46
384	122	57
387	122	54
390	123	63
393	123	64
396	123	69
399	123	68
402	124	66
405	124	63
408	124	69
411	124	64
414	124	53
417	124	68
420	124	64
423	124	48
426	121	63
429	121	60
432	121	51
435	121	63
438	121	59
441	121	55
444	121	61
447	121	61
450	121	53
453	121	63
456	121	69
459	121	57
462	121	71
465	121	50
468	121	57
471	121	59
474	122	58
477	122	63
480	122	72
483	123	65
486	121	67
489	121	64
492	121	61
495	120	52
498	120	55
501	120	67
504	120	67
507	121	63
