0	118	82
3	122	88
6	122	93
9	122	86
12	123	83
15	125	95
18	127	84
21	130	96
24	131	86
27	131	87
30	130	88
33	130	86
36	130	94
39	130	86
42	130	84
45	130	85
48	130	82
51	130	82
54	129	90
57	129	82
60	129	82
63	130	87
66	123	38
69	123	38
72	123	40
75	123	40
78	123	48
81	123	45
84	123	45
87	123	36
90	123	41
93	123	40
96	123	41
99	123	39
102	123	47
105	123	39
108	124	36
111	124	44
114	124	42
117	124	33
120	125	44
123	124	37
126	122	39
129	123	40
132	123	31
135	123	47
138	123	41
141	122	37
144	122	42
147	122	33
150	122	47
153	122	37
156	122	35
159	122	48
162	121	39
165	121	41
168	122	33
171	122	40
174	122	46
177	122	40
180	122	46
183	122	45
186	121	34
189	121	39
192	122	33
195	122	38
198	121	44
201	121	41
204	121	45
207	121	45
210	121	33
213	121	36
216	121	40
219	122	32
222	121	31
225	121	41
228	122	37
231	122	32
234	122	43
237	122	37
240	122	39
243	122	36
246	121	37
249	121	44
252	121	40
255	120	36
258	121	50
261	121	41
264	122	44
267	122	43
270	123	39
273	123	40
276	123	35
279	123	43
282	123	43
285	123	38
288	123	47
291	123	41
294	123	44
297	123	35
300	123	43
303	123	36
306	122	36
309	122	39
312	122	38
315	122	48
318	122	41
321	122	47
324	122	41
327	122	37
330	122	38
333	122	41
336	122	42
339	122	40
342	122	46
345	122	35
348	122	42
351	122	47
354	122	37
357	122	41
360	122	39
363	122	43
366	122	34
369	122	48
372	122	41
375	122	39
378	122	44
381	122	48
384	122	45
387	122	44
390	122	36
393	121	44
396	121	36
399	121	37
402	122	46
405	122	37
408	122	38
411	123	33
414	123	45
417	123	45
420	123	35
423	123	38
426	122	36
429	122	45
432	122	40
435	122	45
438	122	38
441	122	37
444	122	44
447	122	44
450	122	43
453	122	40
456	122	37
459	122	35
462	122	30
465	122	36
468	122	42
471	122	31
474	121	37
477	122	45
480	122	51
483	122	46
486	122	38
489	122	43
492	122	40
495	121	43
498	121	48
501	121	48
504	122	40
507	122	42
510	122	34
513	122	38
516	122	45
519	122	48
522	122	37
525	122	45
528	122	41
531	122	38
534	122	34
537	122	42
540	122	45
543	122	46
546	122	32
549	122	41
552	122	38
555	122	44
558	122	40
561	122	35
564	122	42
567	122	37
570	122	41
573	122	44
576	122	32
579	122	39
582	122	52
585	122	32
588	122	40
591	122	39
594	122	42
597	122	41
600	122	46
603	122	34
606	121	41
609	121	38
612	121	31
615	121	27
618	121	33
621	121	39
624	121	35
627	121	40
630	121	45
633	121	42
636	121	31
639	121	44
642	121	36
645	121	31
648	122	45
651	122	38
654	122	40
657	122	42
660	122	37
663	122	44
666	121	40
669	120	37
672	120	46
675	120	44
678	120	41
681	120	41
684	120	37
687	120	39
690	120	39
693	120	36
696	120	44
699	120	33
702	120	44
705	120	40
708	120	39
711	120	41
714	120	37
717	120	38
720	120	37
723	120	35
726	120	42
729	120	39
732	120	35
735	120	36
738	120	48
741	120	35
744	120	30
747	120	38
750	120	35
753	120	43
756	120	38
759	120	36
762	120	44
765	120	37
768	119	34
771	119	39
774	119	40
777	119	45
780	119	35
783	119	36
786	119	47
789	119	39
792	119	36
795	119	39
798	120	47
801	120	35
804	120	41
807	120	39
810	120	35
813	120	40
816	120	50
819	120	41
822	120	44
825	120	35
828	120	46
831	120	36
834	120	38
837	120	36
840	120	32
843	120	38
846	120	37
849	120	44
852	120	42
855	120	40
858	120	37
861	120	40
864	120	42
867	120	32
870	120	41
873	120	32
876	120	56
879	120	38
882	120	37
885	119	34
888	119	29
891	119	41
894	120	38
897	120	46
900	120	38
903	120	47
906	119	43
909	119	48
912	119	42
915	119	49
918	119	36
921	119	31
924	119	39
927	119	43
930	119	38
933	119	32
936	119	45
939	118	42
942	118	37
945	119	42
948	119	42
951	119	44
954	119	32
957	118	37
960	118	43
963	118	29
966	118	36
969	118	38
972	118	31
975	118	38
978	118	36
981	118	33
984	118	34
987	118	45
990	118	31
